	samp_1_DMSO	samp_2_DMSO	samp_3_DMSO	samp_4_DMSO	samp_5_DMSO	samp_6_DMSO	samp_1_calmidazolium 	samp_2_calmidazolium 	samp_3_calmidazolium 	samp_4_calmidazolium 	samp_5_calmidazolium 	samp_6_calmidazolium 	samp_1_fludrocortisone	samp_2_fludrocortisone	samp_3_fludrocortisone	samp_4_fludrocortisone	samp_5_fludrocortisone	samp_6_fludrocortisone
LOC107987039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987042	1	0	0	2	3	1	0	0	0	1	1	0	2	4	1	13	3	1
LOC107987043	0	1	0	0	0	2	0	0	0	1	1	0	3	3	0	0	1	1
LOC107987044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC107987046	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107987047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987048	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
LOC107987049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987051	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
LOC107987052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987053	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0
LOC107987054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987057	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	0
LOC107987059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987060	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987061	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC107987063	1	0	0	0	1	2	6	4	0	2	2	1	5	4	0	9	13	0
LOC107987064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987071	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC107987072	13	7	16	3	11	3	7	21	6	13	15	1	26	52	0	22	49	9
LOC107987073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987080	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987081	2	0	2	1	0	1	2	1	0	4	0	0	6	3	1	4	5	1
LOC107987083	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987087	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1
LOC107987088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987091	5	4	2	1	1	1	1	2	2	8	0	0	11	7	0	7	7	0
LOC107987094	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC107987095	11	9	11	2	7	12	9	12	1	4	5	1	26	21	0	15	29	7
LOC107987097	2	1	4	3	1	3	3	6	1	3	0	4	13	3	0	8	5	3
LOC107987099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC107987101	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC107987102	0	1	4	0	0	1	0	0	0	0	5	1	1	1	0	0	3	1
LOC107987103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987104	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
LOC107987105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LOC107987111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987115	1	0	0	0	1	0	1	0	0	0	0	0	2	2	0	1	0	0
LOC107987116	1	1	5	1	0	0	3	3	0	0	4	1	7	7	0	5	13	5
LOC107987117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987118	2	2	0	0	1	1	0	2	0	0	0	0	0	2	0	1	1	0
LOC107987119	1	1	1	2	1	0	0	0	1	2	0	0	1	4	0	3	1	0
LOC107987120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987121	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC107987122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC107987124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987126	1	0	2	0	1	1	0	0	0	2	0	1	2	2	1	4	1	3
LOC107987127	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC107987128	7	1	0	0	5	0	3	0	0	4	2	2	11	7	0	1	8	0
LOC107987129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987135	1	1	2	0	0	0	2	0	0	0	0	0	1	2	0	3	2	1
LOC107987137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987141	10	5	7	5	8	7	7	12	4	7	14	3	20	6	0	10	33	10
LOC107987143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987147	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC107987148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987158	0	0	0	0	3	0	0	0	1	1	0	0	3	7	1	1	7	3
LOC107987160	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2
LOC107987164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987175	3	0	1	0	0	0	0	0	0	0	0	0	1	1	0	3	3	0
LOC107987176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987181	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	0
LOC107987182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987206	7	2	2	2	8	4	11	14	2	17	4	6	20	14	0	19	16	7
LOC107987207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC107987210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987225	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC107987227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC107987233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987234	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987237	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC107987238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC107987244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC107987245	4	6	5	0	7	3	5	4	1	3	9	5	21	6	1	7	15	0
LOC107987246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987250	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0
LOC107987251	22	25	37	17	33	8	15	31	10	31	12	10	55	43	9	54	108	27
LOC107987254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987256	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LOC107987258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC107987259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987261	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC107987262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987266	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
LOC107987267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987270	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC107987272	4	7	8	1	5	0	1	2	2	3	1	0	8	1	1	9	7	4
LOC107987276	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC107987280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987284	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC107987285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987303	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC107987304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987323	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC107987324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987326	0	2	0	1	3	0	0	2	0	0	1	0	1	0	0	0	12	1
LOC107987331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987338	1	20	1	0	25	11	0	37	0	0	9	14	2	31	0	1	27	6
LOC107987339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987344	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	12	1
LOC107987346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987366	5	0	3	0	1	0	0	4	2	0	1	0	6	4	1	1	3	0
LOC107987370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987373	14	46	7	1	69	2	6	132	4	5	124	2	19	230	15	10	361	14
LOC107987374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987392	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0
LOC107987393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987401	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0
LOC107987405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987413	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0
LOC107987414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987457	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987545	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108783645	2	0	1	0	0	0	0	0	2	1	0	1	1	1	0	0	0	0
LOC108783654	41	48	66	20	42	44	27	64	34	30	38	20	128	92	5	80	126	54
LOC110091768	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110091776	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	9	0
LOC110091777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC110384692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267855	0	2	16	5	0	3	0	1	11	7	0	2	2	3	0	17	5	4
LOC112267856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267857	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	3	0	0
LOC112267858	15	23	26	11	19	12	7	16	9	18	16	9	32	31	11	28	69	17
LOC112267859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267866	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC112267867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267869	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	6	0
LOC112267870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC112267871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267872	1	1	2	1	2	1	2	0	1	3	0	0	1	2	0	1	6	0
LOC112267874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267877	3	0	1	0	3	1	0	0	1	2	0	0	1	1	0	2	3	0
LOC112267879	5	6	6	1	6	1	1	4	1	4	2	1	12	6	2	7	13	3
LOC112267881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267883	0	0	3	0	0	0	0	0	0	0	0	3	0	1	1	0	1	1
LOC112267884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267886	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LOC112267887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267890	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267891	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0
LOC112267892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267894	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC112267895	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
